sampleid,x,y
4879,57,1
4880,16,1
4881,979,1
4882,411,1
4883,219,1
4884,341,1
4885,929,1
4886,13,1
4887,981,1
4888,124,1
4889,225,1
4890,638,1
4891,446,1
4892,813,1
4893,594,1
4894,581,1
4895,767,1
4896,248,1
4897,152,1
4898,1008,0
4899,845,1
4900,698,1
4901,251,1
4902,155,1
4903,735,1
4904,27,1
4905,654,1
4906,245,1
4907,229,1
4908,941,1
4909,795,1
4910,293,1
4911,82,1
4912,496,1
4913,267,1
4914,358,1
4915,341,1
4916,267,1
4917,362,1
4918,362,1
4919,795,1
4920,151,1
4921,893,1
4922,831,1
4923,46,1
4924,798,1
4925,377,1
4926,931,1
4927,74,1
4928,129,1
4929,47,1
4930,685,1
4931,572,1
4932,20,1
4933,695,1
4934,403,1
4935,465,1
4936,118,1
4937,559,1
4938,720,1
4939,933,1
4940,846,1
4941,672,1
4942,897,1
4943,985,1
4944,889,1
4945,22,1
4946,141,1
4947,820,1
4948,154,1
4949,127,1
4950,1017,0
4951,774,1
4952,335,1
4953,933,1
4954,986,1
4955,796,1
4956,99,1
4957,274,1
4958,508,1
4959,748,1
4960,30,1
4961,382,1
4962,720,1
4963,979,1
4964,443,1
4965,936,1
4966,786,1
4967,477,1
4968,1,1
4969,791,1
4970,920,1
4971,521,1
4972,647,1
4973,782,1
4974,615,1
4975,221,1
4976,867,1
4977,371,1
4978,128,1
4979,25,1
4980,729,1
4981,328,1
4982,176,1
4983,864,1
4984,839,1
4985,362,1
4986,207,1
4987,191,1
4988,203,1
4989,821,1
4990,157,1
4991,262,1
4992,694,1
4993,54,1
4994,853,1
4995,455,1
4996,361,1
4997,639,1
4998,631,1
4999,884,1
5000,646,1
5001,187,1
5002,670,1
5003,998,1
5004,980,1
5005,367,1
5006,170,1
5007,871,1
5008,43,1
5009,522,1
5010,961,1
5011,686,1
5012,254,1
5013,958,1
5014,176,1
5015,983,1
5016,802,1
5017,121,1
5018,673,1
5019,158,1
5020,505,1
5021,124,1
5022,65,1
5023,586,1
5024,373,1
5025,52,1
5026,274,1
5027,244,1
5028,479,1
5029,476,1
5030,777,1
5031,536,1
5032,541,1
5033,66,1
5034,260,1
5035,964,1
5036,531,1
5037,755,1
5038,34,1
5039,224,1
5040,589,1
5041,751,1
5042,896,1
5043,628,1
5044,157,1
5045,742,1
5046,982,1
5047,458,1
5048,681,1
5049,450,1
5050,351,1
5051,149,1
5052,916,1
5053,27,1
5054,1021,0
5055,615,1
5056,930,1
5057,97,1
5058,370,1
5059,248,1
5060,163,1
5061,836,1
5062,433,1
5063,73,1
5064,766,1
5065,647,1
5066,1009,0
5067,878,1
5068,588,1
5069,102,1
5070,227,1
5071,231,1
5072,905,1
5073,817,1
5074,936,1
5075,822,1
5076,80,1
5077,907,1
5078,447,1
5079,620,1
5080,68,1
5081,170,1
5082,779,1
5083,229,1
5084,475,1
5085,907,1
5086,43,1
5087,753,1
5088,705,1
5089,525,1
5090,655,1
5091,142,1
5092,492,1
5093,35,1
5094,462,1
5095,431,1
5096,359,1
5097,508,1
5098,898,1
5099,114,1
5100,752,1
5101,289,1
5102,569,1
5103,716,1
5104,367,1
5105,709,1
5106,374,1
5107,996,1
5108,80,1
5109,519,1
5110,682,1
5111,832,1
5112,301,1
5113,373,1
5114,77,1
5115,98,1
5116,582,1
5117,696,1
5118,195,1
5119,188,1
5120,1015,0
5121,910,1
5122,110,1
5123,384,1
5124,578,1
5125,357,1
5126,949,1
5127,297,1
5128,294,1
5129,523,1
5130,247,1
5131,488,1
5132,546,1
5133,808,1
5134,842,1
5135,750,1
5136,583,1
5137,973,1
5138,66,1
5139,45,1
5140,528,1
5141,185,1
5142,364,1
5143,668,1
5144,630,1
5145,171,1
5146,265,1
5147,976,1
5148,269,1
5149,424,1
5150,109,1
5151,665,1
5152,349,1
5153,32,1
5154,290,1
5155,786,1
5156,843,1
5157,567,1
5158,832,1
5159,695,1
5160,718,1
5161,798,1
5162,1021,0
5163,1021,0
5164,427,1
5165,555,1
5166,1014,0
5167,533,1
5168,494,1
5169,416,1
5170,859,1
5171,500,1
5172,610,1
5173,601,1
5174,984,1
5175,192,1
5176,650,1
5177,859,1
5178,313,1
5179,307,1
5180,416,1
5181,974,1
5182,508,1
5183,109,1
5184,192,1
5185,93,1
5186,803,1
5187,647,1
5188,978,1
5189,746,1
5190,440,1
5191,541,1
5192,662,1
5193,866,1
5194,333,1
5195,896,1
5196,600,1
5197,490,1
5198,195,1
5199,294,1
5200,169,1
5201,961,1
5202,328,1
5203,171,1
5204,309,1
5205,995,1
5206,825,1
5207,803,1
5208,844,1
5209,412,1
5210,340,1
5211,168,1
5212,730,1
5213,756,1
5214,291,1
5215,631,1
5216,847,1
5217,618,1
5218,141,1
5219,545,1
5220,338,1
5221,49,1
5222,693,1
5223,510,1
5224,1004,0
5225,655,1
5226,284,1
5227,758,1
5228,344,1
5229,392,1
5230,664,1
5231,830,1
5232,652,1
5233,989,1
5234,273,1
5235,397,1
5236,6,1
5237,916,1
5238,209,1
5239,755,1
5240,495,1
5241,348,1
5242,922,1
5243,369,1
5244,801,1
5245,698,1
5246,866,1
5247,70,1
5248,566,1
5249,497,1
5250,412,1
5251,902,1
5252,838,1
5253,326,1
5254,102,1
5255,452,1
5256,636,1
5257,166,1
5258,410,1
5259,136,1
5260,725,1
5261,315,1
5262,332,1
5263,449,1
5264,293,1
5265,971,1
5266,169,1
5267,129,1
5268,41,1
5269,75,1
5270,152,1
5271,57,1
5272,762,1
5273,166,1
5274,359,1
5275,951,1
5276,651,1
5277,394,1
5278,284,1
5279,207,1
5280,570,1
5281,275,1
5282,579,1
5283,622,1
5284,1024,0
5285,659,1
5286,45,1
5287,776,1
5288,203,1
5289,249,1
5290,426,1
5291,489,1
5292,970,1
5293,958,1
5294,643,1
5295,294,1
5296,344,1
5297,481,1
5298,635,1
5299,999,1
5300,217,1
5301,29,1
5302,845,1
5303,863,1
5304,560,1
5305,731,1
5306,796,1
5307,516,1
5308,198,1
5309,829,1
5310,447,1
5311,208,1
5312,333,1
5313,728,1
5314,433,1
5315,403,1
5316,980,1
5317,793,1
5318,286,1
5319,175,1
5320,511,1
5321,973,1
5322,829,1
5323,45,1
5324,522,1
5325,125,1
5326,331,1
5327,563,1
5328,430,1
5329,85,1
5330,420,1
5331,212,1
5332,366,1
5333,284,1
5334,432,1
5335,474,1
5336,696,1
5337,822,1
5338,949,1
5339,202,1
5340,462,1
5341,501,1
5342,717,1
5343,845,1
5344,355,1
5345,802,1
5346,492,1
5347,828,1
5348,414,1
5349,498,1
5350,374,1
5351,774,1
5352,828,1
5353,273,1
5354,800,1
5355,331,1
5356,422,1
5357,391,1
5358,712,1
5359,425,1
5360,666,1
5361,148,1
5362,567,1
5363,722,1
5364,759,1
5365,555,1
5366,170,1
5367,170,1
5368,573,1
5369,575,1
5370,810,1
5371,319,1
5372,156,1
5373,906,1
5374,17,1
5375,999,1
5376,163,1
5377,50,1
5378,532,1
5379,526,1
5380,637,1
5381,864,1
5382,611,1
5383,728,1
5384,600,1
5385,858,1
5386,764,1
5387,845,1
5388,231,1
5389,832,1
5390,844,1
5391,740,1
5392,723,1
5393,265,1
5394,552,1
5395,436,1
5396,851,1
5397,675,1
5398,119,1
5399,298,1
5400,493,1
5401,113,1
5402,612,1
5403,103,1
5404,148,1
5405,984,1
5406,423,1
5407,525,1
5408,491,1
5409,313,1
5410,512,1
5411,607,1
5412,324,1
5413,1004,0
5414,363,1
5415,982,1
5416,882,1
5417,266,1
5418,380,1
5419,391,1
5420,14,1
5421,3,1
5422,874,1
5423,185,1
5424,64,1
5425,239,1
5426,751,1
5427,489,1
5428,787,1
5429,963,1
5430,130,1
5431,691,1
5432,7,1
5433,610,1
5434,656,1
5435,71,1
5436,521,1
5437,435,1
5438,60,1
5439,407,1
5440,664,1
5441,150,1
5442,192,1
5443,342,1
5444,954,1
5445,720,1
5446,610,1
5447,722,1
5448,80,1
5449,321,1
5450,568,1
5451,976,1
5452,994,1
5453,69,1
5454,601,1
5455,584,1
5456,875,1
5457,985,1
5458,710,1
5459,25,1
5460,942,1
5461,871,1
5462,861,1
5463,106,1
5464,1023,0
5465,223,1
5466,914,1
5467,425,1
5468,270,1
5469,775,1
5470,691,1
5471,60,1
5472,199,1
5473,994,1
5474,1015,0
5475,195,1
5476,553,1
5477,619,1
5478,10,1
5479,162,1
5480,632,1
5481,494,1
5482,430,1
5483,346,1
5484,65,1
5485,777,1
5486,439,1
5487,285,1
5488,606,1
5489,375,1
5490,886,1
5491,752,1
5492,1009,0
5493,624,1
5494,838,1
5495,208,1
5496,525,1
5497,133,1
5498,835,1
5499,115,1
5500,812,1
5501,683,1
5502,499,1
5503,995,1
5504,759,1
5505,631,1
5506,284,1
5507,412,1
5508,920,1
5509,524,1
5510,320,1
5511,914,1
5512,177,1
5513,57,1
5514,350,1
5515,33,1
5516,737,1
5517,315,1
5518,775,1
5519,531,1
5520,100,1
5521,26,1
5522,975,1
5523,953,1
5524,495,1
5525,284,1
5526,269,1
5527,749,1
5528,780,1
5529,309,1
5530,935,1
5531,321,1
5532,465,1
5533,552,1
5534,153,1
5535,440,1
5536,633,1
5537,76,1
5538,391,1
5539,831,1
5540,369,1
5541,382,1
5542,867,1
5543,110,1
5544,265,1
5545,969,1
5546,668,1
5547,1,1
5548,763,1
5549,364,1
5550,506,1
5551,733,1
5552,530,1
5553,697,1
5554,403,1
5555,645,1
5556,922,1
5557,997,1
5558,316,1
5559,744,1
5560,785,1
5561,62,1
5562,844,1
5563,507,1
5564,57,1
5565,72,1
5566,519,1
5567,383,1
5568,540,1
5569,232,1
5570,66,1
5571,607,1
5572,651,1
5573,378,1
5574,474,1
5575,467,1
5576,302,1
5577,186,1
5578,121,1
5579,108,1
5580,323,1
5581,561,1
5582,790,1
5583,628,1
5584,406,1
5585,765,1
5586,950,1
5587,320,1
5588,14,1
5589,17,1
5590,875,1
5591,289,1
5592,112,1
5593,796,1
5594,605,1
5595,913,1
5596,134,1
5597,1008,0
5598,428,1
5599,895,1
5600,689,1
5601,381,1
5602,467,1
5603,1001,0
5604,680,1
5605,1012,0
5606,372,1
5607,571,1
5608,725,1
5609,688,1
5610,562,1
5611,608,1
5612,883,1
5613,232,1
5614,723,1
5615,329,1
5616,746,1
5617,443,1
5618,334,1
5619,299,1
5620,1013,0
5621,161,1
5622,368,1
5623,864,1
5624,906,1
5625,832,1
5626,812,1
5627,389,1
5628,979,1
5629,106,1
5630,697,1
5631,94,1
5632,54,1
5633,358,1
5634,642,1
5635,1001,0
5636,859,1
5637,1001,0
5638,945,1
5639,528,1
5640,901,1
5641,731,1
5642,102,1
5643,1012,0
5644,150,1
5645,667,1
5646,964,1
5647,183,1
5648,619,1
5649,807,1
5650,797,1
5651,158,1
5652,510,1
5653,681,1
5654,851,1
5655,54,1
5656,389,1
5657,488,1
5658,725,1
5659,88,1
5660,408,1
5661,788,1
5662,148,1
5663,673,1
5664,176,1
5665,901,1
5666,345,1
5667,875,1
5668,223,1
5669,664,1
5670,1,1
5671,457,1
5672,37,1
5673,758,1
5674,553,1
5675,441,1
5676,436,1
5677,140,1
5678,995,1
5679,75,1
5680,767,1
5681,599,1
5682,33,1
5683,527,1
5684,287,1
5685,303,1
5686,963,1
5687,508,1
5688,77,1
5689,81,1
5690,650,1
5691,767,1
5692,811,1
5693,698,1
5694,761,1
5695,42,1
5696,85,1
5697,119,1
5698,208,1
5699,5,1
5700,145,1
5701,633,1
5702,1000,1
5703,239,1
5704,476,1
5705,128,1
5706,631,1
5707,998,1
5708,1021,0
5709,63,1
5710,494,1
5711,868,1
5712,484,1
5713,425,1
5714,953,1
5715,984,1
5716,476,1
5717,770,1
5718,398,1
5719,634,1
5720,460,1
5721,14,1
5722,282,1
5723,955,1
5724,130,1
5725,1023,0
5726,235,1
5727,926,1
5728,900,1
5729,557,1
5730,506,1
5731,501,1
5732,934,1
5733,622,1
5734,909,1
5735,73,1
5736,307,1
5737,371,1
5738,244,1
5739,368,1
5740,322,1
5741,987,1
5742,801,1
5743,959,1
5744,592,1
5745,927,1
5746,681,1
5747,322,1
5748,792,1
5749,923,1
5750,159,1
5751,22,1
5752,340,1
5753,726,1
5754,874,1
5755,906,1
5756,986,1
5757,573,1
5758,242,1
5759,108,1
5760,682,1
5761,119,1
5762,649,1
5763,430,1
5764,209,1
5765,194,1
5766,546,1
5767,978,1
5768,545,1
5769,603,1
5770,1002,0
5771,647,1
5772,729,1
5773,900,1
5774,979,1
5775,326,1
5776,447,1
5777,633,1
5778,433,1
5779,473,1
5780,769,1
5781,499,1
5782,628,1
5783,54,1
5784,413,1
5785,724,1
5786,293,1
5787,640,1
5788,626,1
5789,313,1
5790,800,1
5791,686,1
5792,509,1
5793,917,1
5794,589,1
5795,203,1
5796,225,1
5797,325,1
5798,678,1
5799,896,1
5800,498,1
5801,774,1
5802,537,1
5803,451,1
5804,770,1
5805,195,1
5806,638,1
5807,469,1
5808,774,1
5809,270,1
5810,591,1
5811,116,1
5812,1001,0
5813,663,1
5814,75,1
5815,28,1
5816,522,1
5817,171,1
5818,138,1
5819,296,1
5820,30,1
5821,266,1
5822,436,1
5823,949,1
5824,186,1
5825,582,1
5826,1023,0
5827,689,1
5828,77,1
5829,609,1
5830,727,1
5831,296,1
5832,85,1
5833,335,1
5834,842,1
5835,632,1
5836,214,1
5837,496,1
5838,353,1
5839,509,1
5840,967,1
5841,620,1
5842,451,1
5843,891,1
5844,782,1
5845,338,1
5846,105,1
5847,354,1
5848,486,1
5849,171,1
5850,912,1
5851,581,1
5852,35,1
5853,13,1
5854,387,1
5855,799,1
5856,276,1
5857,961,1
5858,549,1
5859,394,1
5860,381,1
5861,98,1
5862,256,1
5863,531,1
5864,502,1
5865,457,1
5866,857,1
5867,819,1
5868,12,1
5869,808,1
5870,104,1
5871,194,1
5872,840,1
5873,371,1
5874,536,1
5875,696,1
5876,981,1
5877,465,1
5878,357,1
5879,101,1
5880,147,1
5881,853,1
5882,598,1
5883,241,1
5884,867,1
5885,704,1
5886,23,1
5887,589,1
5888,696,1
5889,253,1
5890,235,1
5891,356,1
5892,276,1
5893,864,1
5894,462,1
5895,23,1
5896,929,1
5897,134,1
5898,726,1
5899,421,1
5900,464,1
5901,430,1
5902,649,1
5903,675,1
5904,270,1
5905,1016,0
5906,236,1
5907,283,1
5908,27,1
5909,883,1
5910,263,1
5911,820,1
5912,802,1
5913,284,1
5914,906,1
5915,696,1
5916,942,1
5917,145,1
5918,758,1
5919,948,1
5920,959,1
5921,755,1
5922,589,1
5923,701,1
5924,565,1
5925,775,1
5926,873,1
5927,524,1
5928,654,1
5929,852,1
5930,480,1
5931,165,1
5932,384,1
5933,592,1
5934,841,1
5935,451,1
5936,542,1
5937,594,1
5938,151,1
5939,307,1
5940,460,1
5941,376,1
5942,699,1
5943,663,1
5944,812,1
5945,554,1
5946,251,1
5947,612,1
5948,934,1
5949,984,1
5950,34,1
5951,850,1
5952,213,1
5953,238,1
5954,336,1
5955,396,1
5956,346,1
5957,397,1
5958,65,1
5959,95,1
5960,800,1
5961,175,1
5962,82,1
5963,955,1
5964,730,1
5965,127,1
5966,912,1
5967,682,1
5968,471,1
5969,916,1
5970,914,1
5971,940,1
5972,739,1
5973,17,1
5974,501,1
5975,54,1
5976,460,1
5977,111,1
5978,956,1
5979,177,1
5980,424,1
5981,336,1
5982,360,1
5983,40,1
5984,779,1
5985,528,1
5986,789,1
5987,885,1
5988,59,1
5989,942,1
5990,155,1
5991,12,1
5992,863,1
5993,847,1
5994,312,1
5995,962,1
5996,776,1
5997,625,1
5998,658,1
5999,875,1
6000,608,1
6001,537,1
6002,79,1
6003,10,1
6004,586,1
6005,423,1
6006,793,1
6007,617,1
6008,958,1
6009,760,1
6010,144,1
6011,980,1
6012,327,1
6013,754,1
6014,813,1
6015,830,1
6016,90,1
6017,17,1
6018,776,1
6019,847,1
6020,725,1
6021,25,1
6022,354,1
6023,429,1
6024,161,1
6025,664,1
6026,330,1
6027,743,1
6028,689,1
6029,14,1
6030,19,1
6031,75,1
6032,626,1
6033,497,1
6034,691,1
6035,554,1
6036,757,1
6037,976,1
6038,610,1
6039,976,1
6040,610,1
6041,422,1
6042,1010,0
6043,568,1
6044,19,1
6045,531,1
6046,124,1
6047,606,1
6048,607,1
6049,878,1
6050,509,1
6051,194,1
6052,705,1
6053,113,1
6054,949,1
6055,970,1
6056,242,1
6057,43,1
6058,307,1
6059,338,1
6060,123,1
6061,52,1
6062,495,1
6063,978,1
6064,570,1
6065,381,1
6066,115,1
6067,384,1
6068,136,1
6069,293,1
6070,549,1
6071,498,1
6072,478,1
6073,195,1
6074,299,1
6075,35,1
6076,889,1
6077,613,1
6078,80,1
6079,648,1
6080,46,1
6081,529,1
6082,216,1
6083,954,1
6084,516,1
6085,588,1
6086,52,1
6087,542,1
6088,415,1
6089,388,1
6090,145,1
6091,778,1
6092,835,1
6093,222,1
6094,782,1
6095,173,1
6096,150,1
6097,9,1
6098,999,1
6099,996,1
6100,873,1
6101,900,1
6102,1024,0
6103,203,1
6104,975,1
6105,782,1
6106,16,1
6107,434,1
6108,172,1
6109,184,1
6110,969,1
6111,191,1
6112,732,1
6113,620,1
6114,961,1
6115,816,1
6116,1023,0
6117,484,1
6118,25,1
6119,926,1
6120,688,1
6121,149,1
6122,256,1
6123,980,1
6124,321,1
6125,338,1
6126,359,1
6127,579,1
6128,829,1
6129,151,1
6130,876,1
6131,904,1
6132,614,1
6133,739,1
6134,199,1
6135,735,1
6136,337,1
6137,226,1
6138,390,1
6139,632,1
6140,966,1
6141,638,1
6142,42,1
6143,896,1
6144,215,1
6145,516,1
6146,232,1
6147,758,1
6148,405,1
6149,835,1
6150,344,1
6151,814,1
6152,439,1
6153,699,1
6154,591,1
6155,925,1
6156,484,1
6157,979,1
6158,787,1
6159,421,1
6160,993,1
6161,873,1
6162,425,1
6163,854,1
6164,628,1
6165,1021,0
6166,708,1
6167,283,1
6168,754,1
6169,563,1
6170,498,1
6171,864,1
6172,482,1
6173,69,1
6174,770,1
6175,900,1
6176,763,1
6177,939,1
6178,408,1
6179,665,1
6180,360,1
6181,553,1
6182,435,1
6183,377,1
6184,202,1
6185,822,1
6186,247,1
6187,79,1
6188,867,1
6189,562,1
6190,583,1
6191,471,1
6192,900,1
6193,237,1
6194,447,1
6195,115,1
6196,727,1
6197,175,1
6198,517,1
6199,157,1
6200,592,1
6201,642,1
6202,49,1
6203,884,1
6204,105,1
6205,943,1
6206,162,1
6207,110,1
6208,548,1
6209,384,1
6210,67,1
6211,850,1
6212,28,1
6213,990,1
6214,590,1
6215,485,1
6216,240,1
6217,166,1
6218,817,1
6219,85,1
6220,520,1
6221,124,1
6222,738,1
6223,1025,0
6224,617,1
6225,912,1
6226,307,1
6227,780,1
6228,159,1
6229,935,1
6230,1006,0
6231,650,1
6232,915,1
6233,431,1
6234,110,1
6235,890,1
6236,823,1
6237,613,1
6238,67,1
6239,271,1
6240,670,1
6241,802,1
6242,816,1
6243,776,1
6244,225,1
6245,394,1
6246,315,1
6247,517,1
6248,900,1
6249,935,1
6250,860,1
6251,536,1
6252,547,1
6253,955,1
6254,96,1
6255,423,1
6256,951,1
6257,207,1
6258,996,1
6259,73,1
6260,813,1
6261,269,1
6262,542,1
6263,84,1
6264,916,1
6265,1023,0
6266,1020,0
6267,864,1
6268,283,1
6269,568,1
6270,200,1
6271,317,1
6272,1025,0
6273,661,1
6274,306,1
6275,454,1
6276,351,1
6277,262,1
6278,980,1
6279,586,1
6280,171,1
6281,740,1
6282,726,1
6283,396,1
6284,748,1
6285,218,1
6286,384,1
6287,482,1
6288,264,1
6289,859,1
6290,680,1
6291,477,1
6292,985,1
6293,52,1
6294,130,1
6295,804,1
6296,269,1
6297,13,1
6298,132,1
6299,23,1
6300,209,1
6301,160,1
6302,970,1
6303,763,1
6304,917,1
6305,246,1
6306,95,1
6307,693,1
6308,226,1
6309,297,1
6310,724,1
6311,489,1
6312,404,1
6313,571,1
6314,298,1
6315,909,1
6316,438,1
6317,9,1
6318,10,1
6319,417,1
6320,672,1
6321,788,1
6322,306,1
6323,483,1
6324,668,1
6325,423,1
6326,2,1
6327,472,1
6328,652,1
6329,817,1
6330,652,1
6331,936,1
6332,818,1
6333,533,1
6334,548,1
6335,540,1
6336,867,1
6337,510,1
6338,988,1
6339,955,1
6340,814,1
6341,959,1
6342,444,1
6343,747,1
6344,839,1
6345,86,1
6346,425,1
6347,436,1
6348,19,1
6349,968,1
6350,740,1
6351,223,1
6352,647,1
6353,327,1
6354,655,1
6355,555,1
6356,304,1
6357,414,1
6358,177,1
6359,248,1
6360,574,1
6361,472,1
6362,868,1
6363,26,1
6364,575,1
6365,614,1
6366,732,1
6367,963,1
6368,799,1
6369,481,1
6370,273,1
6371,36,1
6372,225,1
6373,226,1
6374,316,1
6375,716,1
6376,377,1
6377,6,1
6378,834,1
6379,797,1
6380,954,1
6381,707,1
6382,320,1
6383,436,1
6384,616,1
6385,888,1
6386,398,1
6387,974,1
6388,685,1
6389,1019,0
6390,807,1
6391,372,1
6392,874,1
6393,561,1
6394,785,1
6395,604,1
6396,871,1
6397,571,1
6398,136,1
6399,837,1
6400,704,1
6401,565,1
6402,458,1
6403,581,1
6404,212,1
6405,530,1
6406,847,1
6407,175,1
6408,57,1
6409,412,1
6410,308,1
6411,588,1
6412,752,1
6413,471,1
6414,797,1
6415,782,1
6416,387,1
6417,792,1
6418,544,1
6419,861,1
6420,733,1
6421,417,1
6422,895,1
6423,348,1
6424,302,1
6425,955,1
6426,921,1
6427,712,1
6428,990,1
6429,472,1
6430,798,1
6431,7,1
6432,45,1
6433,230,1
6434,833,1
6435,851,1
6436,848,1
6437,798,1
6438,656,1
6439,1025,0
6440,281,1
6441,395,1
6442,992,1
6443,58,1
6444,42,1
6445,214,1
6446,827,1
6447,507,1
6448,608,1
6449,783,1
6450,988,1
6451,924,1
6452,22,1
6453,949,1
6454,434,1
6455,117,1
6456,374,1
6457,301,1
6458,520,1
6459,380,1
6460,120,1
6461,438,1
6462,33,1
6463,551,1
6464,935,1
6465,554,1
6466,537,1
6467,203,1
6468,303,1
6469,293,1
6470,325,1
6471,399,1
6472,113,1
6473,882,1
6474,378,1
6475,395,1
6476,415,1
6477,235,1
6478,238,1
6479,354,1
6480,499,1
6481,725,1
6482,250,1
6483,479,1
6484,289,1
6485,651,1
6486,513,1
6487,143,1
6488,1011,0
6489,831,1
6490,616,1
6491,306,1
6492,910,1
6493,795,1
6494,1020,0
6495,675,1
6496,677,1
6497,792,1
6498,135,1
6499,232,1
6500,880,1
6501,417,1
6502,533,1
6503,731,1
6504,1008,0
6505,12,1
6506,547,1
6507,944,1
6508,621,1
6509,304,1
6510,542,1
6511,377,1
6512,1012,0
6513,544,1
6514,245,1
6515,379,1
6516,1,1
6517,753,1
6518,208,1
6519,761,1
6520,332,1
6521,483,1
6522,775,1
6523,533,1
6524,67,1
6525,960,1
6526,299,1
6527,416,1
6528,128,1
6529,301,1
6530,180,1
6531,48,1
6532,506,1
6533,225,1
6534,287,1
6535,802,1
6536,870,1
6537,487,1
6538,432,1
6539,1,1
6540,149,1
6541,936,1
6542,698,1
6543,578,1
6544,196,1
6545,929,1
6546,328,1
6547,632,1
6548,748,1
6549,816,1
6550,494,1
6551,573,1
6552,597,1
6553,511,1
6554,772,1
6555,494,1
6556,989,1
6557,110,1
6558,660,1
6559,81,1
6560,931,1
6561,338,1
6562,771,1
6563,86,1
6564,37,1
6565,157,1
6566,676,1
6567,798,1
6568,880,1
6569,942,1
6570,139,1
6571,390,1
6572,243,1
6573,466,1
6574,998,1
6575,117,1
6576,1005,0
6577,805,1
6578,436,1
6579,101,1
6580,381,1
6581,534,1
6582,20,1
6583,314,1
6584,1,1
6585,752,1
6586,267,1
6587,305,1
6588,539,1
6589,920,1
6590,702,1
6591,755,1
6592,795,1
6593,104,1
6594,967,1
6595,11,1
6596,576,1
6597,758,1
6598,543,1
6599,841,1
6600,331,1
6601,756,1
6602,421,1
6603,973,1
6604,577,1
6605,977,1
6606,1001,0
6607,42,1
6608,488,1
6609,988,1
6610,935,1
6611,493,1
6612,452,1
6613,350,1
6614,390,1
6615,761,1
6616,955,1
6617,765,1
6618,535,1
6619,540,1
6620,629,1
6621,784,1
6622,408,1
6623,922,1
6624,505,1
6625,453,1
6626,695,1
6627,428,1
6628,680,1
6629,922,1
6630,258,1
6631,754,1
6632,271,1
6633,225,1
6634,952,1
6635,944,1
6636,314,1
6637,579,1
6638,850,1
6639,761,1
6640,474,1
6641,414,1
6642,446,1
6643,117,1
6644,893,1
6645,987,1
6646,472,1
6647,107,1
6648,564,1
6649,939,1
6650,253,1
6651,895,1
6652,329,1
6653,392,1
6654,230,1
6655,910,1
6656,811,1
6657,630,1
6658,652,1
6659,183,1
6660,240,1
6661,706,1
6662,500,1
6663,268,1
6664,700,1
6665,844,1
6666,248,1
6667,545,1
6668,1005,0
6669,461,1
6670,728,1
6671,434,1
6672,150,1
6673,432,1
6674,825,1
6675,474,1
6676,86,1
6677,113,1
6678,683,1
6679,10,1
6680,955,1
6681,160,1
6682,58,1
6683,1000,1
6684,669,1
6685,575,1
6686,484,1
6687,320,1
6688,10,1
6689,367,1
6690,679,1
6691,357,1
6692,872,1
6693,187,1
6694,262,1
6695,940,1
6696,994,1
6697,476,1
6698,736,1
6699,844,1
6700,860,1
6701,258,1
6702,664,1
6703,370,1
6704,719,1
6705,65,1
6706,251,1
6707,509,1
6708,730,1
6709,385,1
6710,225,1
6711,523,1
6712,454,1
6713,329,1
6714,525,1
6715,512,1
6716,473,1
6717,88,1
6718,882,1
6719,201,1
6720,195,1
6721,365,1
6722,555,1
6723,539,1
6724,879,1
6725,247,1
6726,483,1
6727,475,1
6728,990,1
6729,332,1
6730,932,1
6731,666,1
6732,7,1
6733,909,1
6734,985,1
6735,522,1
6736,82,1
6737,1008,0
6738,797,1
6739,759,1
6740,707,1
6741,889,1
6742,84,1
6743,605,1
6744,619,1
6745,206,1
6746,398,1
6747,245,1
6748,575,1
6749,453,1
6750,219,1
6751,476,1
6752,909,1
6753,567,1
6754,299,1
6755,449,1
6756,609,1
6757,814,1
6758,297,1
6759,961,1
6760,898,1
6761,606,1
6762,126,1
6763,599,1
6764,608,1
6765,872,1
6766,858,1
6767,414,1
6768,872,1
6769,232,1
6770,783,1
6771,583,1
6772,812,1
6773,604,1
6774,21,1
6775,135,1
6776,13,1
6777,420,1
6778,149,1
6779,969,1
6780,392,1
6781,314,1
6782,701,1
6783,494,1
6784,862,1
6785,82,1
6786,9,1
6787,63,1
6788,566,1
6789,60,1
6790,381,1
6791,19,1
6792,914,1
6793,488,1
6794,932,1
6795,974,1
6796,810,1
6797,69,1
6798,267,1
6799,825,1
6800,297,1
6801,371,1
6802,433,1
6803,237,1
6804,317,1
6805,462,1
6806,110,1
6807,783,1
6808,891,1
6809,175,1
6810,572,1
6811,723,1
6812,276,1
6813,478,1
6814,913,1
6815,42,1
6816,774,1
6817,824,1
6818,319,1
6819,195,1
6820,110,1
6821,387,1
6822,553,1
6823,246,1
6824,1024,0
6825,305,1
6826,316,1
6827,327,1
6828,354,1
6829,317,1
6830,793,1
6831,533,1
6832,457,1
6833,144,1
6834,453,1
6835,911,1
6836,452,1
6837,443,1
6838,336,1
6839,380,1
6840,913,1
6841,456,1
6842,384,1
6843,275,1
6844,929,1
6845,230,1
6846,156,1
6847,843,1
6848,638,1
6849,24,1
6850,626,1
6851,870,1
6852,830,1
6853,1013,0
6854,314,1
6855,228,1
6856,118,1
6857,236,1
6858,1002,0
6859,120,1
6860,715,1
6861,812,1
6862,892,1
6863,652,1
6864,484,1
6865,56,1
6866,438,1
6867,227,1
6868,115,1
6869,897,1
